codigo_ibge,anomes_s,cebas_cnpj_entidade_s,cebas_razao_social_entidade_s,cebas_status_certificacao_s,cebas_cod_status_certificacao_i,cebas_dt_inicio_certificacao_s,cebas_dt_fim_certificacao_s,cebas_dt_extracao_dados_s
420860,202410,02.027.460/0001-39,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JABORÁ,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
355030,202410,20.276.332/0001-00,FUNDAÇÃO FRANCISCO E CLARA DE ASSIS,VIGENTE,2,12/11/2021,31/12/2027,24/10/2024
312240,202410,20.282.166/0001-55,ASSOCIAÇÃO PROTETORA DE DIVISA NOVA,VIGENTE,2,09/04/2021,31/12/2025,24/10/2024
315210,202410,20.284.252/0001-05,CENTRO DE EQUOTERAPIA ANIMAL AMIGO,VIGENTE,2,12/04/2024,11/04/2027,24/10/2024
350580,202410,02.028.722/0001-80,ASSOCIAÇÃO LEÃO DE JUDÁ,VIGENTE,2,03/09/2018,31/12/2024,24/10/2024
310590,202410,20.288.940/0001-35,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE,VIGENTE,2,30/07/2020,31/12/2024,24/10/2024
312200,202410,20.296.620/0001-27,ASILO SÃO VICENTE DE PAULO,VIGENTE,2,07/06/2022,06/06/2025,24/10/2024
510270,202410,02.030.068/0001-49,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CANARANA,VIGENTE,2,22/09/2019,31/12/2025,24/10/2024
353080,202410,02.030.097/0001-00,INSTITUIÇÃO DE INCENTIVO Á CRIANÇA E AO ADOLESCENTE DE MOGI MIRIM,VIGENTE,2,17/11/2021,31/12/2025,24/10/2024
314450,202410,20.312.856/0001-00,CENTRO EVANGELICO DO BEM ESTAR DO MENOR,VIGENTE,2,28/02/2020,31/12/2024,24/10/2024
316500,202410,20.313.482/0001-47,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SÃO TIAGO,VIGENTE,2,15/06/2021,31/12/2027,24/10/2024
317130,202410,20.321.600/0001-69,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VIÇOSA,VIGENTE,2,14/09/2021,31/12/2025,24/10/2024
317130,202410,20.321.675/0001-40,REBUSCA - AÇÃO SOCIAL EVANGÉLICA VIÇOSENSE,VIGENTE,2,13/08/2021,31/12/2025,24/10/2024
317130,202410,20.323.796/0001-20,CENTRO DE TECNOLOGIAS ALTERNATIVAS DA ZONA DA MATA,VÁLIDA,1,30/01/2019,31/12/2023,24/10/2024
316990,202410,20.354.270/0001-08,ASSOCIACAO DE AMPARO A MATERNIDADE. CRIANCAS E IDOSOS NECESSITADOS,VIGENTE,2,25/10/2020,31/12/2026,24/10/2024
315580,202410,20.354.403/0001-46,ASSOCIAÇÃO SANTA LUIZA DE MARILLAC,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
315180,202410,20.375.259/0001-24,CASA DO MENOR DR. EDNAN DIAS,VIGENTE,2,01/01/2020,31/12/2025,24/10/2024
312410,202410,20.376.828/0001-56,LAR DOS IDOSOS PEDRO DINIZ,VIGENTE,2,28/05/2020,31/12/2024,24/10/2024
312060,202410,02.038.204/0001-47,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRUCILÂNDIA,VIGENTE,2,20/10/2020,31/12/2026,24/10/2024
312360,202410,20.396.388/0001-07,SOCIEDADE SAO VICENTE DE PAULO,VIGENTE,2,06/09/2024,05/09/2027,24/10/2024
314720,202410,20.406.120/0001-09,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARAGUACU,VIGENTE,2,24/06/2019,31/12/2025,24/10/2024
316780,202410,02.040.943/0001-73,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOLEDADE DE MINAS - MG,VIGENTE,2,13/07/2018,31/12/2024,24/10/2024
315580,202410,20.438.107/0001-23,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,27/08/2022,26/08/2027,24/10/2024
313670,202410,20.439.311/0001-69,ASSOCIACAO MUNICIPAL DE APOIO COMUNITARIO,VÁLIDA,1,26/06/2019,31/12/2023,24/10/2024
313670,202410,20.459.442/0001-08,ASSOCIAÇÃO ESPIRITA DO GRUPO SEMENTE,VIGENTE,2,02/12/2021,31/12/2027,24/10/2024
313860,202410,20.459.608/0001-96,INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS LAR SÃO VICENTE DE PAULO - ILPI,VIGENTE,2,10/03/2020,31/12/2026,24/10/2024
313670,202410,20.460.085/0001-06,ASSOCIAÇÃO METODISTA DE AÇÃO SOCIAL,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
312130,202410,20.460.457/0001-96,ASSOCIAÇÃO BENEFICENTE SÃO FRANCISCO DE ASSIS,VIGENTE,2,11/05/2020,31/12/2024,24/10/2024
230730,202410,20.466.814/0001-23,INSTITUTO HEITOR COELHO - IHC,VIGENTE,2,01/02/2021,31/12/2025,24/10/2024
313190,202410,20.468.260/0001-01,OBRAS SOCIAIS DA PARÓQUIA NOSSA SENHORA DA BOA VIAGEM DE ITABIRITO,VIGENTE,2,30/04/2018,31/12/2024,24/10/2024
310620,202410,20.473.021/0001-31,GRUPO DE PAIS DOS EDUCANDOS DO CIAME FLAMENGO,VIGENTE,2,08/12/2021,31/12/2025,24/10/2024
412120,202410,02.049.944/0001-89,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE QUITANDINHA,VIGENTE,2,30/07/2018,31/12/2024,24/10/2024
312610,202410,20.501.987/0001-35,ASILO SÃO FRANCISCO DE ASSIS DA SSVP,VÁLIDA,1,22/12/2019,31/12/2023,24/10/2024
351620,202410,02.050.429/0001-19,CAMINHAR ASSOCIAÇÃO DAS FAMÍLIAS. PESSOAS E PORTADORES DE PARALISIA CEREBRAL DE FRANCA,VIGENTE,2,19/12/2019,31/12/2025,24/10/2024
310910,202410,02.050.556/0001-18,ASSOCIAÇÃO BUENO BRANDENSE DE PROTEÇÃO À CRIANÇA,VIGENTE,2,31/08/2020,31/12/2024,24/10/2024
330100,202410,20.509.710/0001-59,ASSOCIACAO BEM FAZ BEM,VIGENTE,2,26/04/2021,31/12/2027,24/10/2024
352180,202410,02.051.197/0001-13,LAR SÃO JUDAS TADEU,VIGENTE,2,30/01/2018,31/12/2024,24/10/2024
330455,202410,20.519.465/0001-60,AST AGÊNCIA SOCIAL DE TALENTOS,VIGENTE,2,24/08/2020,31/12/2024,24/10/2024
410690,202410,02.052.396/0001-46,ASSOCIAÇÃO BATISTA DE AÇÃO SOCIAL DE CURITIBA,VIGENTE,2,21/10/2021,31/12/2025,24/10/2024
312710,202410,20.549.861/0001-30,ASSISTÊNCIA SOCIAL PIO XII,VIGENTE,2,28/04/2021,31/12/2025,24/10/2024
314180,202410,20.571.089/0001-53,CONFERENCIA DE SAO VICENTE DE PAULO DE MINAS NOVAS,VÁLIDA,1,02/02/2019,01/02/2024,24/10/2024
317040,202410,20.571.717/0001-09,ABRIGO FREI ANSELMO,VÁLIDA,1,24/10/2021,23/10/2024,24/10/2024
310920,202410,20.573.010/0001-23,ASILO SÃO VICENTE DE PAULO,VIGENTE,2,28/02/2022,27/02/2027,24/10/2024
316935,202410,20.573.408/0001-60,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS -APAE DE TRÊS MARIAS,VIGENTE,2,07/10/2021,31/12/2025,24/10/2024
314700,202410,20.582.680/0001-06,LAR SAO VICENTE DE PAULO DA SOCIEDADE SAO VICENTE DE PAULO,VIGENTE,2,28/02/2020,31/12/2024,24/10/2024
314700,202410,20.583.522/0001-70,CÁRITAS DIOCESANA DE PARACATU MG,VIGENTE,2,31/10/2021,30/10/2026,24/10/2024
260410,202410,20.595.230/0001-58,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CARUARU,VIGENTE,2,28/09/2020,31/12/2024,24/10/2024
311230,202410,20.597.118/0001-56,ASSOCIAÇÃO BENEFICENTE COSME E DAMIAO,VIGENTE,2,11/10/2022,10/10/2025,24/10/2024
210980,202410,20.598.309/0001-32,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE SANTA HELENA MA,VIGENTE,2,11/06/2021,10/06/2026,24/10/2024
313160,202410,02.061.266/0001-70,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE DE IRAI DE MINAS,VÁLIDA,1,26/06/2017,31/12/2023,24/10/2024
312770,202410,20.626.016/0001-11,CIDADE DOS MENINOS,VIGENTE,2,01/01/2020,31/12/2025,24/10/2024
310930,202410,20.637.666/0001-62,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VÁLIDA,1,10/11/2019,31/12/2023,24/10/2024
310450,202410,20.638.052/0001-03,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARINOS,VIGENTE,2,18/09/2022,31/12/2026,24/10/2024
311190,202410,20.648.275/0001-43,VILA VICENTINA CARLOS DE ALMEIDA SOBRINHO,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
313380,202410,20.654.927/0001-52,FUNDAÇÃO FREDERICO OZANAN DE ITAÚNA,VIGENTE,2,29/12/2020,31/12/2024,24/10/2024
316040,202410,20.664.256/0001-00,LAR VICENTINO DE SANTO ANTONIO DO MONTE DA SOCIEDADE DE SAO VICENTE DE PAULO,VIGENTE,2,01/01/2020,31/12/2025,24/10/2024
350950,202410,02.067.677/0001-72,ASSOCIAÇÃO CASA DE APOIO SANTA CLARA,VIGENTE,2,25/06/2020,31/12/2024,24/10/2024
312830,202410,20.678.322/0001-00,CONFERENCIA SAO VICENTE DE PAULO,VÁLIDA,1,28/02/2019,31/12/2023,24/10/2024
352850,202410,02.068.834/0001-64,CENTRO DE ATENDIMENTO BIOPSICOSOCIAL MEU GURI,VIGENTE,2,25/06/2018,31/12/2024,24/10/2024
354140,202410,00.206.902/0001-89,UNIPODE UNIÃO DAS PESSOAS COM DEFICIÊNCIA,VIGENTE,2,25/11/2021,31/12/2027,24/10/2024
352050,202410,02.070.158/0001-63,C.I.R.V.A. - CENTRO DE INTEGRAÇÃO. REABILITAÇÃO E VIVÊNCIA DOS AUTISTAS,VIGENTE,2,30/07/2018,31/12/2024,24/10/2024
315290,202410,20.712.147/0001-11,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRATAPOLIS,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
351630,202410,20.721.694/0001-63,ASSOCIAÇÃO DE PROMOÇÃO SOCIAL JUSTINA SCHUH,VIGENTE,2,24/08/2020,31/12/2026,24/10/2024
355030,202410,02.072.483/0001-65,ASSOCIAÇÃO PRO-HOPE - APOIO A CRIANÇA COM CANCER,VIGENTE,2,11/06/2021,31/12/2025,24/10/2024
311430,202410,20.726.006/0001-58,APAE DE CARMO DO PARANAÍBA,VIGENTE,2,13/06/2020,31/12/2026,24/10/2024
352590,202410,02.073.048/0001-55,CÁRITAS DIOCESANA DE JUNDIAÍ,VIGENTE,2,17/05/2021,31/12/2027,24/10/2024
317020,202410,20.736.260/0001-37,ACAPED - ASSOCIAÇÃO COMUNITARIA DE APOIO A PESSOA DEFICIENTE,VIGENTE,2,13/07/2020,31/12/2026,24/10/2024
312830,202410,20.740.114/0001-85,SOCIEDADE SANTO ANTÔNIO DE PÁDUA,VIGENTE,2,06/11/2018,31/12/2024,24/10/2024
432180,202410,02.074.262/0001-26,ASSOCIAÇÃO TRESMAIENSE DE AMIGOS DOS IDOSOS,VIGENTE,2,17/10/2020,31/12/2026,24/10/2024
311150,202410,20.750.766/0001-09,ASSOCIAÇÃO DE PAIS E AMIIGOS DOS EXCEPCIONAIS -APAE DE CAMPOS ALTOS,VIGENTE,2,30/01/2018,31/12/2024,24/10/2024
310400,202410,20.751.764/0001-26,OBRAS SOCIAIS EURIPEDES BARSANULFO,VIGENTE,2,27/03/2021,31/12/2027,24/10/2024
312870,202410,20.771.762/0001-07,LAR SAO VICENTE,VÁLIDA,1,21/12/2018,31/12/2022,24/10/2024
317160,202410,20.817.607/0001-76,ASSOCIAÇÃO DE PROMOÇÃO INFANTIL SOCIAL E COMUNITÁRIA,VIGENTE,2,26/04/2021,31/12/2027,24/10/2024
310340,202410,20.817.755/0001-90,CARITAS DIOCESANA DE ARAÇUAI,VIGENTE,2,29/12/2020,31/12/2026,24/10/2024
313920,202410,20.836.995/0001-32,ASSOCIACAO BENEFICENTE SAO SEBASTIAO DE MALACACHETA,VÁLIDA,1,28/02/2019,31/12/2023,24/10/2024
311120,202410,20.875.308/0001-98,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO BELO,VIGENTE,2,14/09/2018,31/12/2024,24/10/2024
314050,202410,20.876.108/0001-50,ASILO VICENTINO DE MARTINHO CAMPOS,VIGENTE,2,17/07/2020,16/07/2025,24/10/2024
313030,202410,20.876.413/0001-41,CASA DE REPOUSO BEM VIVER DIVINA VIEIRA DA SOCIEDADE SÃO VICENTE DE PAULO DE IGUATAMA,VÁLIDA,1,01/04/2018,31/03/2023,24/10/2024
310420,202410,20.876.579/0001-68,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAS DE ARCOS,VIGENTE,2,30/12/2019,31/12/2025,24/10/2024
431262,202410,02.088.165/0001-92,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MULITERNO,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
330160,202410,02.088.926/0001-06,ASSOCIAÇÃO PESTALOZZI DE MONNERAT,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
311420,202410,20.890.067/0001-56,OBRAS ASSISTENCIAIS PADRE AUGUSTO CERDEIRA,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
310510,202410,20.895.876/0001-50,VILA VICENTINA PADRE GERALDO REZENDE,VIGENTE,2,01/04/2018,31/12/2024,24/10/2024
316430,202410,20.896.114/0001-79,CENTRO DE APOIO MARIA NOLVINA DA COSTA,VIGENTE,2,28/04/2018,31/12/2024,24/10/2024
313720,202410,20.897.203/0001-30,ASSOCIAÇÃO DE PAIS E AMIGOS DE EXCEPCIONAL-APAE,VÁLIDA,1,08/12/2019,31/12/2023,24/10/2024
316040,202410,20.897.450/0001-36,ASSOCIAÇÃO DE PAIS E AMIGOS DO EXCEPCIONAL,VIGENTE,2,17/04/2020,31/12/2026,24/10/2024
314710,202410,20.898.458/0001-17,CIDADE OZANAN DE PARÁ DE MINAS,VIGENTE,2,15/02/2022,14/02/2025,24/10/2024
314560,202410,20.898.789/0001-57,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE OLIVEIRA,VIGENTE,2,26/04/2021,31/12/2025,24/10/2024
314320,202410,20.900.528/0001-24,LAR DA CRIANÇA ALLAN KARDEC,VÁLIDA,1,28/06/2019,31/12/2023,24/10/2024
314790,202410,20.900.924/0001-51,ASILO JOSE MORAES DE OLIVEIRA,VIGENTE,2,30/01/2022,29/01/2027,24/10/2024
313880,202410,20.900.981/0001-30,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VÁLIDA,1,30/12/2017,31/12/2023,24/10/2024
312120,202410,20.901.740/0001-06,LAR SÃO VICENTE DE PAULO DE DELFINÓPOLIS,VIGENTE,2,14/09/2020,13/09/2025,24/10/2024
330190,202410,00.209.097/0001-47,ASSOCIACAO ABRIGO RAINHA SILVIA,VÁLIDA,1,30/01/2019,29/01/2022,24/10/2024
312230,202410,20.913.810/0001-46,SAMARITANA SOCIEDADE DE ASSISTÊNCIA A POBRES,VIGENTE,2,02/12/2021,01/12/2026,24/10/2024
316220,202410,20.916.466/0001-49,LAR SAO VICENTE DE PAULO DE SAO JOAO BATISTA DO GLORIA,VIGENTE,2,16/05/2023,15/05/2026,24/10/2024
314320,202410,20.917.324/0001-04,LAR SAO VICENTE DE PAULO,VIGENTE,2,12/03/2020,31/12/2024,24/10/2024
310740,202410,20.918.215/0001-01,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,30/01/2022,29/01/2025,24/10/2024
311400,202410,20.919.080/0001-90,APAE- ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,25/06/2020,31/12/2026,24/10/2024
313030,202410,20.921.318/0001-12,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS -APAE DE IGUATAMA,VIGENTE,2,30/01/2018,31/12/2024,24/10/2024
314350,202410,20.921.730/0001-32,VILA VICENTINA DA SSVP DE MORADA NOVA DE MINAS,VIGENTE,2,13/07/2020,31/12/2026,24/10/2024
420600,202410,02.092.420/0001-70,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,22/03/2022,31/12/2026,24/10/2024
312230,202410,20.926.275/0001-68,ASSOCIAÇÃO DOS DEFICIENTES DO OESTE DE MINAS - ADEFOM,VIGENTE,2,30/04/2020,31/12/2026,24/10/2024
311660,202410,20.927.430/0001-60,SERVIÇO ASSISTENCIAL QUITA GUIMARÃES TOLENTINO,VÁLIDA,1,04/05/2015,03/05/2020,24/10/2024
312230,202410,20.927.463/0001-00,VILA DE NAZARÉ,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
313380,202410,20.927.901/0001-30,CENTRO DE RECUPERAÇÃO E ASSISTÊNCIA SOCIAL INTEGRADA,VÁLIDA,1,01/04/2021,31/03/2024,24/10/2024
420910,202410,00.209.293/0001-11,ASSOCIAÇÃO ECOS DE ESPERANÇA,VIGENTE,2,16/05/2020,31/12/2026,24/10/2024
311200,202410,20.929.303/0001-09,VILA VICENTINA MOSENHOR CASTRO,VIGENTE,2,29/06/2021,31/12/2025,24/10/2024
310190,202410,20.930.434/0001-06,LAR SAO VICENTE DE PAULO DE ALPINOPOLIS,VIGENTE,2,23/11/2020,31/12/2024,24/10/2024
312230,202410,20.932.729/0001-03,SOCIEDADE EDUCACIONAL E BENEFICENTE ESTRELA DO OESTE DE MINAS,VIGENTE,2,28/08/2021,31/12/2027,24/10/2024
313375,202410,20.933.040/0001-01,CHAME - CENTRO DE INTEGRAÇÃO SOCIAL,VIGENTE,2,28/09/2021,31/12/2027,24/10/2024
313480,202410,20.933.198/0001-73,LAR DOS IDOSOS SÃO VICENTE DE PAULO DE JACUÍ,VIGENTE,2,26/06/2021,31/12/2027,24/10/2024
314070,202410,20.937.538/0001-34,CONSELHO DE DESENVOLVIMENTO COMUNITÁRIO DE AZURITA - CONDECOMA,VIGENTE,2,30/07/2021,29/07/2026,24/10/2024
315150,202410,20.939.328/0001-85,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PIUMHI,VIGENTE,2,29/12/2021,31/12/2027,24/10/2024
310190,202410,20.939.567/0001-35,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ALPINÓPOLIS,VIGENTE,2,24/10/2022,23/10/2027,24/10/2024
313130,202410,20.951.190/0001-30,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE IPATINGA,VIGENTE,2,07/12/2020,31/12/2024,24/10/2024
313170,202410,20.959.391/0001-83,LAR DE OZANAM DE ITABIRA,VÁLIDA,1,06/06/2019,31/12/2023,24/10/2024
313170,202410,20.962.437/0001-13,CÁRITAS DIOCESANA DE ITABIRA,VIGENTE,2,05/08/2022,04/08/2025,24/10/2024
521890,202410,02.096.978/0001-24,ASSOCIAÇÃO ATLÉTICA RUBIATABENSE,VÁLIDA,1,01/08/2019,31/12/2023,24/10/2024
312770,202410,20.971.271/0001-00,ASSOCIAÇÃO SANTA LUZIA DE GOVERNADOR VALADARES,VÁLIDA,1,19/08/2019,31/12/2023,24/10/2024
411880,202410,02.099.170/0001-09,INSTITUTO SÃO JOSE,VÁLIDA,1,03/09/2018,02/09/2023,24/10/2024
310620,202410,20.997.880/0001-20,INSTITUTO CULTURAL. ESPORTIVO E SOCIAL BACANA DEMAIS - ICESBADE,VÁLIDA,1,18/06/2019,31/12/2023,24/10/2024
311000,202410,21.000.203/0001-58,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS,VIGENTE,2,18/08/2021,31/12/2027,24/10/2024
211130,202410,21.001.674/0001-80,INSTITUTO IZIANE CASTRO,VIGENTE,2,13/08/2021,31/12/2025,24/10/2024
354170,202410,02.100.570/0001-89,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE QUATÁ,VIGENTE,2,09/12/2018,31/12/2024,24/10/2024
311950,202410,21.025.580/0001-41,ASSOCIAÇÃO BENEFICENTE DE ITAPORÉ,VIGENTE,2,20/07/2021,19/07/2026,24/10/2024
420800,202410,02.103.354/0001-97,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE DE ITÁ,VÁLIDA,1,22/12/2017,31/12/2023,24/10/2024
313240,202410,21.040.498/0001-96,CENTRO DE APOIO NOSSA SENHORA DO SAGRADO CORACAO,VIGENTE,2,28/04/2021,31/12/2027,24/10/2024
313240,202410,21.041.405/0001-48,VILA SÃO VICENTE DE PAULO DE ITAJUBA,VIGENTE,2,30/06/2019,31/12/2025,24/10/2024
520870,202410,02.105.435/0001-26,ASSOCIAÇÃO DOS SURDOS DE GOIÂNIA,VIGENTE,2,20/10/2020,31/12/2026,24/10/2024
260700,202410,21.069.279/0001-30,ASSOCIAÇÃO DOS PROMOTORES DA CULTURA E CIDADANIA-PROVIDA,VIGENTE,2,07/12/2022,06/12/2025,24/10/2024
312770,202410,21.078.175/0001-91,CASA DONA ZULMIRA DA SOCIEDADE DE SÃO VICENTE DE PAULO,VÁLIDA,1,19/07/2019,18/07/2022,24/10/2024
312770,202410,21.078.191/0001-84,LAR DOSVELHINHOS DA SSVP,VIGENTE,2,13/07/2020,31/12/2026,24/10/2024
316860,202410,21.084.322/0001-36,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TEÓFILO OTONI,VIGENTE,2,17/05/2021,31/12/2025,24/10/2024
312650,202410,21.085.634/0001-64,ASSOCIAÇÃO MUNICIPAL DE ASSISTÊNCIA INFANTIL,VIGENTE,2,10/12/2020,31/12/2026,24/10/2024
311800,202410,21.089.438/0001-68,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP DE CONGONHAS,VIGENTE,2,30/07/2021,31/12/2025,24/10/2024
311860,202410,02.108.947/0001-46,ASSOCIACAO COMUNITARIA SHEKINAH,VIGENTE,2,03/09/2018,31/12/2024,24/10/2024
310620,202410,21.099.460/0001-99,AÇÃO SOCIAL TÉCNICA,VIGENTE,2,16/05/2021,31/12/2025,24/10/2024
314510,202410,02.111.585/0001-42,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS LAR ESPERANÇA,VIGENTE,2,28/02/2021,31/12/2027,24/10/2024
210410,202410,02.114.022/0001-08,ASSOCIAÇÃO PREPARAÇÃO DA CRIANÇA E DO ADOLESCENTE PARA A VIDA,VÁLIDA,1,01/09/2019,31/12/2023,24/10/2024
110003,202410,21.145.881/0001-09,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CABIXI,VIGENTE,2,07/12/2022,06/12/2025,24/10/2024
311860,202410,00.211.504/0001-50,CASA DE APOIO A CRIANCA CARENTE DE CONTAGEM,VÁLIDA,1,01/04/2021,31/03/2024,24/10/2024
355240,202410,02.115.984/0001-81,CASA DE ACOLHIMENTO RESGATAR,VIGENTE,2,30/09/2020,31/12/2024,24/10/2024
310670,202410,21.171.681/0001-20,LAR VICENTINO DIVINO FERREIRA BRAGA,VIGENTE,2,06/11/2021,05/11/2024,24/10/2024
313980,202410,21.186.036/0001-81,ABRIGO SÃO VICENTE DE PAULO,VIGENTE,2,29/05/2018,31/12/2024,24/10/2024
412175,202410,02.120.094/0001-68,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RESERVA DO IGUAÇU,VIGENTE,2,05/03/2018,31/12/2024,24/10/2024
521010,202410,02.120.509/0001-01,ASSOCIACAO ADELINO DE CARVALHO,VIGENTE,2,27/03/2021,31/12/2027,24/10/2024
521010,202410,02.120.947/0001-61,LAR E CRECHE SÃO FRANCISCO,VIGENTE,2,30/01/2018,31/12/2024,24/10/2024
311610,202410,21.225.776/0001-80,ASSOCIACAO CHAPADENSE DE ASSISTENCIA AS NECESSIDADES DO TRABALHADOR E DA INFANCIA,VÁLIDA,1,21/11/2017,31/12/2023,24/10/2024
313350,202410,21.229.828/0001-96,ABRIGO DE VELHOS FREDERICO CORREA,VIGENTE,2,21/12/2021,20/12/2026,24/10/2024
313340,202410,02.123.161/0001-06,APAE-ASSOC.PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAPAGIPE MG,VÁLIDA,1,10/11/2016,09/11/2021,24/10/2024
317020,202410,21.238.225/0001-50,NUCLEO SOCIAL JESUS DE NAZARE,VIGENTE,2,08/02/2022,07/02/2025,24/10/2024
311180,202410,21.240.122/0001-25,ABRIGO DOS VELHOS DESAMPARADOS JOÃO PEDRO VALADÃO,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
317020,202410,21.246.855/0001-77,CENTRO DE EXCELÊNCIA EM REABILITAÇÃO E TRABALHO ORIENTADO DE UBERLÂNDIA,VIGENTE,2,30/01/2018,31/12/2024,24/10/2024
317020,202410,21.247.010/0001-04,ASSOCIAÇÃO DOS SURDOS E MUDOS DE UBERLANDIA ASUL,VIGENTE,2,16/12/2020,31/12/2024,24/10/2024
316970,202410,21.248.703/0001-03,APLAMT ASSOCIACAO DE PROMOCAO AO LAVRADOR E ASSISTENCIA AO MENOR DE TURMALINA,VÁLIDA,1,12/06/2017,31/12/2023,24/10/2024
314180,202410,21.248.877/0001-76,ASSOCIAÇÃO MINASNOVENSE DE PROMOÇÃO AO LAVRADOR E INFÂNCIA DA ÁREA RURAL,VIGENTE,2,26/04/2021,31/12/2027,24/10/2024
310650,202410,21.249.214/0001-76,ASSOCIAÇÃO RURAL DE ASSISTÊNCIA A INFÂNCIA,VIGENTE,2,01/03/2021,31/12/2027,24/10/2024
310340,202410,21.249.362/0001-90,ASSOCIAÇÃO COMUNITÁRIA E INFANTIL DE ARAÇUAÍ,VIGENTE,2,16/12/2019,31/12/2025,24/10/2024
313770,202410,21.250.873/0001-22,OBRA SOCIAL SÃO JUDAS TADEU,VIGENTE,2,29/09/2018,31/12/2024,24/10/2024
313380,202410,21.259.197/0001-58,CONSELHO CENTRAL DE ITAUNA,VIGENTE,2,14/12/2020,31/12/2026,24/10/2024
313380,202410,21.260.302/0001-79,FUNDAÇÃO SÃO VICENTE DE PAULO,VIGENTE,2,05/03/2018,31/12/2024,24/10/2024
316900,202410,21.272.547/0001-16,ASSOCIAÇÃO DE MORADORES E AMIGOS DA GRAMA,VIGENTE,2,26/04/2021,31/12/2027,24/10/2024
314310,202410,21.288.626/0001-15,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MONTE CARMELO,VIGENTE,2,12/04/2020,31/12/2024,24/10/2024
317020,202410,21.289.673/0001-83,FUNDACAO DE APRENDIZAGEM E DESENVOLVIMENTO SOCIAL DO MENOR,VIGENTE,2,01/04/2021,31/03/2026,24/10/2024
317020,202410,21.289.889/0001-49,INSTITUTO PATER DE EDUCAÇÃO E CULTURA,VÁLIDA,1,17/08/2021,16/08/2024,24/10/2024
